movieid,title,genres,clean_text
52449,Bad Teacher,Comedy,comedy classroom teacher school workplace humor lazy incompetent middle school teacher hates job students forced return job make enough money boob job rich fianc dumps cameron diaz jason segel justin timberlake lucy punch phyllis smith
12150,Sea of Love,Drama Crime Mystery,drama crime mystery new york alcohol sex detective newspaper nudity suspect police murder suspense serial killer neonoir seenitall new york detective frank keller unsettled done twenty years force could retire hasnt come terms wife leaving colleague joining officer another part town investigate series murders linked lonely hearts columns finds getting seriously possibly dangerously involved helen one main suspects al pacino ellen barkin john goodman michael rooker william hickey
11247,A Cinderella Story,Comedy,comedy jealousy cinderella work step mother high school school party orphan teenager disguise american football player teenage romance step sister modern fairy tale sam montgomery tomboyish unpopular girl school text messaging somebody named nomad months asks meet halloween dance middle dance floor problem must get back diner ran wicked stepmom fiona sharp supposed nomad found must leave best friend carter driving back diner night everything sams life goes wacko hilary duff jennifer coolidge chad michael murray dan byrd regina king
4232,Scream,Crime Horror Mystery,crime horror mystery halloween gore serial killer slasher tabloid news reporter selfreferential meta film killer known ghostface begins killing teenagers body count begins rising one girl friends find contemplating rules horror films find living reallife one david arquette neve campbell courteney cox matthew lillard rose mcgowan
9378,Thir13en Ghosts,Horror Thriller,horror thriller hunter nanny nudity collector house supernatural hell uncle revenge lawyer inheritance blood psychic violence devil trapped machine evil glass arthur two children kathy bobby inherit uncle cyruss estate glass house serves prison ghosts family accompanied bobbys nanny attorney enter house find trapped inside evil machine designed devil powered dead open eye hell aided dennis ghost hunter rival kalina ghost rights activist set ghosts free group must get house alive tony shalhoub embeth davidtz matthew lillard shannon elizabeth matthew harrison
694,The Shining,Horror Thriller,horror thriller hotel isolation hotelier colorado maze bartender ax delusion loneliness caretaker vision snow writer alcoholic snowed season jack torrance accepts caretaker job overlook hotel along wife wendy son danny must live isolated rest world winter arent prepared madness lurks within jack nicholson shelley duvall danny lloyd scatman crothers barry nelson
105,Back to the Future,Adventure Comedy Science Fiction Family,adventure comedy science fiction family clock tower car race terrorist delorean lightning guitar plutonium sports car inventor journey past time travel race time partner misfit mad scientist fish water teenage love destiny hidden identity odd couple escapade disorder chases races love romance teenage life misfit partners changing past future getting home inventions discoveries eighties teenager marty mcfly accidentally sent back time inadvertently disrupting parents first meeting attracting mothers romantic interest marty must repair damage history rekindling parents romance help eccentric inventor friend doc brown return michael fox christopher lloyd lea thompson crispin glover thomas wilson
11377,House on Haunted Hill,Horror Mystery Thriller,horror mystery thriller lunatic asylum aftercreditsstinger remake film name millionaire offers group diverse people spend night haunted house horrifying past geoffrey rush famke janssen taye diggs peter gallagher chris kattan
26367,I Can Do Bad All By Myself,Drama Comedy,drama comedy aunt duringcreditsstinger madea catches sixteenyearold jennifer two younger brothers looting home decides take matters hands delivers young delinquents relative aunt april heavydrinking nightclub singer lives raymond married boyfriend april wants nothing kids tyler perry taraji henson adam rodrguez mary blige gladys knight
385383,Fight Valley,Action Drama,action drama new jersey martial arts sister sport murder mixed martial arts justice underground fighting gym ultimate fighting championship tory coro turns dead neighborhood turns silent rumor became yet another victim small town known fight valley torys sister windsor moves town begin investigation sisters mysterious death weeks leads police shes quick learn tory fought money make ends meet girlnextdoor windsor going make way fight valley find truth tory shes going fight way jabs miesha tate swore would never throw punch valley jabs finds training windsor survive painful unexpected path shes take every corner every alley every doorway must follow last footsteps sister order come facetoface torys killer fight valley erin obrien miesha tate holly holm cristiane justino susie celek
41210,The Switch,Comedy Romance Drama,comedy romance drama alcohol single parent baby restaurant aquarium sperm little boy male female relationship pregnant artificial insemination unmarried yearold woman turns turkey baster order become pregnant seven years later reunites best friend living secret replaced preferred sperm sample jason bateman jennifer aniston jeff goldblum juliette lewis todd louiso
12090,Just Married,Comedy,comedy venice france prison fire europe married couple honeymoon castle married chewing gum marriage police vacation tom leezak sarah mcnerney fall love plan get married despite opposition sarahs uptight rich family get married get chance prove sarahs family wrong go european honeymoon run disaster disaster decide whether honeymoon hell premarital mistakes worth throwing away love marriage ashton kutcher brittany murphy christian kane david moscow alex thomas
62630,The Devil's Double,Drama Action Thriller Crime War,drama action thriller crime war palace impostor pervertion chilling vision house saddam hussein comes life eyes man forced become double husseins sadistic son dominic cooper ludivine sagnier raad rawi mehmet ferda philip quast
16110,Thomas and the Magic Railroad,Animation Drama Family Science Fiction,animation drama family science fiction mr conductors supply magic gold dust allows travel shining time thomass island critically low unfortunately doesnt know get meanwhile thomas fending attacks nasty diesel engines getting gold dust require help mr cs slacker cousin new friend lily morose grandfather plus secret engine alec baldwin peter fonda mara wilson
29427,The Crazies,Mystery Horror Action,mystery horror action terror biological weapon coverup splatter duringcreditsstinger virus four friends find trapped small hometown discover friends neighbors going quickly horrifically insane timothy olyphant radha mitchell joe anderson danielle panabaker christie lynn smith
129,Spirited Away,Fantasy Adventure Animation Family,fantasy adventure animation family witch parents kids relationship magic twilight darkness village town bath house pig ghost world biology train amusement park yokai japanese mythology anime ten year old girl wanders away parents along path leads world ruled strange unusual monsterlike animals parents changed pigs along others inside bathhouse full creatures ever see world rumi hiiragi miyu irino mari natsuki takashi naito yasuko sawaguchi
244114,Firestorm,Action Crime,action crime robbery street war gun battle rogue cop crew seasoned criminals led notorious nam armed highpowered weapons pulls another smooth violent armored car heist broad daylight crowded street whoever tries get way show mercy puts police force shame humiliation hardboiled senior police inspector lui hot trails nam tight crew determines put end madness causes lives innocent people soon comes face face cruel reality usual police tactics futile send armed thieves behind bars extreme crime requires extreme justice even means crossing moral line tou excon desperate leave criminal past behind volunteers luis snitch exchange fresh start girlfriend bing little know hellish situation hes getting andy lau gordon lam katung yao chen hu jun ray lui
2669,The Bounty,Action Drama History,action drama history female nudity exotic island mutiny lake nudity sailing ship adventure tahiti murder pregnancy great barrier reef sailor native peoples storm sea whipping british sailor based true events fiji familiar story lieutenant bligh whose cruelty leads mutiny ship version follows efforts fletcher christian get men beyond reach british retribution epic voyage lieutenant bligh get loyalists safely east timor tiny lifeboat mel gibson anthony hopkins laurence olivier edward fox daniel daylewis
203833,The Book Thief,Drama,drama world war ii book nazi germany jewish subjected horrors wwii germany young liesel finds solace stealing books sharing others stairs home jewish refuge sheltered adoptive parents geoffrey rush sophie nlisse emily watson nico liersch ben schnetzer
13523,Sex Drive,Comedy Adventure Romance,comedy adventure romance sex jealousy virgin nudity community friendship high school road trip friends romance redneck loss virginity hitchhiker teen movie boyfriend pickup knoxville high school senior drives crosscountry best friends hook babe met online josh zuckerman amanda crew clark duke james marsden seth green
25195,Leap Year,Romance Comedy,romance comedy taxi bar wales marriage proposal airplane pub cow wedding ring wedding proposal cardiologist ireland cliffs yet another anniversary passes without marriage proposal boyfriend anna decides take action aware celtic tradition allows women pop question feb plans follow lover dublin ask marry fate plans however anna winds side emerald isle handsome surly declan irishman may lead anna road true love amy adams matthew goode adam scott john lithgow flaminia cinque
17277,The Fall of the Roman Empire,Drama History,drama history roman empire ancient rome drawn events later inspired gladiator film charts powerhungry greed fatherson betrayal led romes collapse bloody hands barbarians sophia loren stephen boyd alec guinness christopher plummer anthony quayle
50725,Take Me Home Tonight,Comedy Drama Romance,comedy drama romance becoming adult lie night sister job party friends deception best friend recent mit grad matt franklin topher grace well way successful career fortune company instead rebels maturity taking job video store matt rethinks position unrequited highschool crush tori teresa palmer walks invites endofsummer party help twin sister anna faris best friend dan fogler matt hatches plan change course life topher grace anna faris dan fogler teresa palmer michelle trachtenberg
82631,Won't Back Down,Drama,drama based true story two determined mothers one teacher look transform childrens failing inner city school facing powerful entrenched bureaucracy risk everything make difference education future children viola davis maggie gyllenhaal ving rhames lance reddick rosie perez
73191,The Nutcracker,Family Fantasy Music,family fantasy music ballet christmas eve little girl named marie cohen falls asleep party home dreams fantastic world toys become larger life meets nutcracker prince culkin defends mouse king darci kistler damian woetzel bart robinson cook kyra nichols jessica lynn cohen
22479,Kansas City,Thriller Drama Music Crime,thriller drama music crime politician kansas city election jazz music robert altmans story riff race class power crosscuts two kidnappings background corrupt politics virtuoso jazz music takes place kansas city jennifer jason leigh miranda richardson harry belafonte michael murphy dermot mulroney
340611,Indignation,Drama,drama based novel jewish life ohio marcus messner workingclass jewish student new jersey attends small ohio college struggles antisemitism sexual repression ongoing korean war logan lerman sarah gadon tracy letts linda emond danny burstein
10065,The Amityville Horror,Horror Thriller Drama,horror thriller drama holy water long island remake family dinner paranormal violence wood chopping backwards tortured death moving based supposedly true story family terrorized demonic forces moving home site grisly massmurder ryan reynolds melissa george jesse james chlo grace moretz jimmy bennett
2757,Adaptation.,Comedy Crime Drama,comedy crime drama alligator marriage crisis writers block orchid lovelorn script writer grows increasingly desperate quest adapt book orchid thief nicolas cage meryl streep chris cooper tilda swinton cara seymour
11683,Land of the Dead,Horror,horror cage dystopia survivor zombie zombie apocalypse world full zombies survivors barricaded inside walled city keep living dead wealthy hide skyscrapers chaos rules streets rest survivors must find way stop evolving zombies breaking city simon baker john leguizamo dennis hopper robert joy asia argento
244339,Out of Inferno,Action,action hottest day years serious fire incident happened busy commercial tower gaggle fire fighters indestructible enthusiasm going save lives lau chingwan angelica lee chen sicheng natalie tong eddie cheung siufai
1878,Fear and Loathing in Las Vegas,Adventure Drama Comedy,adventure drama comedy gonzo journalist sweaty face fake identity wedding chapel grapefruit cadillac convertible gibberish corvette stingray police convention hallucinogenic misadventures sportswriter raoul duke samoan lawyer dr gonzo threeday romp los angeles las vegas motoring across mojave desert way sin city duke purple haze passenger ingest cornucopia drugs ranging acid ether johnny depp benicio del toro tobey maguire christina ricci ellen barkin
23082,The Invention of Lying,Comedy Romance Fantasy,comedy romance fantasy set world concept lying doesnt exist loser changes lot invents lying uses get ahead ricky gervais jennifer garner jonah hill louis ck jeffrey tambor
195589,Neighbors,Comedy,comedy alcohol baby party family fraternity fraternity house neighbor neighbor relationship bathroom humor couple newborn baby face unexpected difficulties forced live next fraternity house seth rogen zac efron rose byrne dave franco ike barinholtz
854,The Mask,Romance Comedy Crime Fantasy,romance comedy crime fantasy dual identity bank mockery green balloon jail cell norse mythology timid bank clerk stanley ipkiss discovers magical mask containing spirit norse god loki entire life changes wearing mask ipkiss becomes supernatural playboy exuding charm confidence allows catch eye local nightclub singer tina carlyle unfortunately masks influence ipkiss also robs bank angers junior crime lord dorian tyrell whose goons get blamed heist jim carrey cameron diaz nancy fish tim bagley johnny williams
2280,Big,Fantasy Drama Comedy Romance Family,fantasy drama comedy romance family baseball coworker bronx pinball machine toy maker duet job promotion homesick new toy quarter unplugged electronic works yankee stadium bronx new york city walking piano keys wish fulfillment bunk bed woman director young boy josh baskin makes wish carnival machine big wakes following morning find granted body grown older overnight still yearold boy inside must learn cope unfamiliar world grownups including getting job first romantic encounter woman find strange world tom hanks elizabeth perkins robert loggia john heard jared rushton
496,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Comedy,comedy male nudity usa california prostitute journalist rodeo kazakhstan demeanor course chicken driving school anti semitism bear mockumentary reporter aftercreditsstinger duringcreditsstinger kazakh journalist borat sagdiyev travels america make documentary zigzags across nation borat meets real people real situations hysterical consequences backwards behavior generates strong reactions around exposing prejudices hypocrisies american culture sacha baron cohen ken davitian luenell pamela anderson bob barr
8835,Legally Blonde,Comedy,comedy harvard law school black female judge smart blonde girl power elle woods shes president sorority hawaiian tropic girl miss june campus calendar natural blonde dates cutest fraternity boy campus wants nothing mrs warner huntington iii theres one thing stopping warner popping question elle blonde reese witherspoon luke wilson selma blair matthew davis victor garber
157,Star Trek III: The Search for Spock,Science Fiction Action Adventure Thriller,science fiction action adventure thriller admiral kirk bridge crew risk careers stealing decommissioned enterprise return restricted genesis planet recover spocks body william shatner leonard nimoy deforest kelley james doohan george takei
8643,The Exorcism of Emily Rose,Crime Drama Horror Thriller,crime drama horror thriller epilepsy possession teenage girl spirit umbrella cross prosecutor catholicism negligent homicide archdiocese agnostic malnutrition burning psychotic epileptic disorder younger girl called emily rose carpenter dies everyone puts blame exorcism performed father moore wilkinson prior death priest arrested suspicion murder trail begins lawyer erin bruner linney representing moore going easy one wants believe father moore says true laura linney tom wilkinson campbell scott jennifer carpenter kenneth welsh
10402,Deuce Bigalow: Male Gigolo,Comedy,comedy fish aquarium carnival house callboy vacation illegal prostitution deuce bigalow less attractive luck aquarium cleaner one day wrecks house gigolo needs quick money repair way make become gigolo taking unusual mix female clients encounters couple problems though falls love one unusual clients sleazy police officer hot trail rob schneider william forsythe eddie griffin arija bareikis oded fehr
218043,Left Behind,Thriller Action Science Fiction,thriller action science fiction airplane rapture remake pilot hero small group survivors left behind millions people suddenly vanish rapture world plunged chaos destruction nicolas cage chad michael murray lea thompson nicky whelan martin klebba
9043,The Family Stone,Comedy Drama Romance,comedy drama romance holiday christmas uptight conservative businesswoman accompanies boyfriend eccentric outgoing familys annual christmas celebration finds shes fish water freespirited way life claire danes diane keaton rachel mcadams dermot mulroney sarah jessica parker
21301,Barbershop 2:  Back in Business,Comedy Drama,comedy drama blaxploitation continuing adventures barbers calvins barbershop gina stylist beauty shop next door trying cut buisness calvin struggling keep fathers shop traditions alivethis time urban developers looking replace mom amp pop establishments namebrand chains world changes things never go stylefrom current events politics relationships love still say anything want barbershop ice cube cedric entertainer sean patrick thomas keke palmer michael ealy
10147,Bad Santa,Drama Comedy Crime,drama comedy crime holiday elves christmas party department store safe drink little people christmas eve christmas miserable conman partner pose santa little helper rob department stores christmas eve run problems conman befriends troubled kid security boss discovers plot billy bob thornton tony cox brett kelly bernie mac john ritter
816,Austin Powers: International Man of Mystery,Science Fiction Comedy Crime,science fiction comedy crime android undercover missile group therapy airplane dancing scene time travel penthouse apartment judo trapdoor clowning telescope swinging james bond spoof swinging aftercreditsstinger duringcreditsstinger swingin fashion photographer day groovy british superagent night austin powers shagadelic spy baby stop megalomaniac dr evil bald villain freezes unthaws help sexy sidekick vanessa kensington might mike myers elizabeth hurley michael york mimi rogers seth green
302688,My Big Fat Greek Wedding 2,Romance Comedy Family,romance comedy family comedy wedding continuing adventures portokalos family followup comedy big fat greek wedding john corbett elena kampouris nia vardalos ian gomez john stamos
60307,Diary of a Wimpy Kid: Rodrick Rules,Family Comedy,family comedy based novel middle school back middle school summer vacation greg heffley older brother rodrick must deal parents misguided attempts bond zachary gordon devon bostick rachael harris robert capron steve zahn
106,Predator,Science Fiction Action Adventure Thriller,science fiction action adventure thriller central south america predator alien stalking invisible commando dutch group commandos hired cia rescue downed airmen guerillas central american jungle mission goes well return find something hunting nearly invisible blends forest taking trophies bodies victims goes along occasionally seeing eyes audience sees intelligent alien hunter hunting sport killing one time arnold schwarzenegger carl weathers elpidia carrillo bill duke jesse ventura
279,Amadeus,Drama History Music,drama history music italy composer opera talent musician marriage crisis god murder vienna austria envy th century incredible story genius musician wolfgang amadeus mozart told flashback peer secret rival antonio salieri confined insane asylum murray abraham tom hulce elizabeth berridge roy dotrice simon callow
8617,Prom Night,Crime Horror,crime horror aunt remake blood shirt slasher death family masturbation kicked face renovation black stereotype chest donnas senior prom supposed best night life though sadistic killer past different plans friends brittany snow scott porter jessica stroup dana davis kelly blatz
10625,Mean Girls,Comedy,comedy female friendship high school fish water best friend teenager popularity gossip teen comedy high school rivalry new girl school cady heron hit plastics alist girl clique new school makes mistake falling aaron samuels exboyfriend alpha plastic regina george lindsay lohan rachel mcadams tim meadows ana gasteyer amy poehler
10934,Under the Tuscan Sun,Comedy Drama Romance,comedy drama romance depression toscana recreation author divorce woman director rough divoce frances year old book editor san francisco takes tour tuscany urgings friends whim buys bramasole run villa tuscan countryside begins piece life together starting villa finds life sometimes unexpected ways giving everything wanted diane lane sandra oh lindsay duncan raoul bova vincent riotta
5279,Gosford Park,Drama Mystery Thriller,drama mystery thriller servant money shooting party multiple storylined drama set showing lives upstairs guest downstairs servants party country house england helen mirren clive owen maggie smith geraldine somerville jeremy northam
10013,Peggy Sue Got Married,Comedy Drama Fantasy Romance,comedy drama fantasy romance time travel high school reunion peggy sue faints highschool reunion wakes finds past finished school kathleen turner nicolas cage barry miller catherine hicks joan allen
194662,Birdman,Drama Comedy,drama comedy times square superhero long take new york city play broadway actor fading actor best known portrayal popular superhero attempts mount comeback appearing broadway play opening night approaches attempts become altruistic rebuild career reconnect friends family prove difficult expected michael keaton emma stone zach galifianakis naomi watts edward norton
160588,Blue Jasmine,Comedy Drama,comedy drama san francisco sister sister relationship new york city rich narcissism xanax jasmine french used top heap new york socialite returning estranged sister san francisco utterly ruined jasmine struggles haunting memories privileged past bearing dark realities ignored tries recover present unfortunately proves losing battle jasmines narcissistic hangups consequences begin overwhelm old pretensions new deceits begin foul everyones lives especially cate blanchett alec baldwin sally hawkins bobby cannavale louis ck
9829,United 93,Drama History Crime Thriller Action,drama history crime thriller action airplane hijacking terror cell emergency landing war terror real time account events united flight one planes hijacked crashed near shanksville pennsylvania passengers foiled terrorist plot jj johnson polly adams trish gates nancy mcdoniel opal alladin
10028,Honey,Romance Music Family,romance music family new york dancing hiphop dream dance blackmail harassment career video teacher business sabotage choreographer club harlem youth center honey daniels jessica alba dreams making name hiphop choreographer shes busy hitting downtown clubs friends teaches dance classes nearby community center harlem ny way keep kids streets honey thinks shes hit jackpot meets hotshot director david moscow casts one music videos starts demanding sexual favors honey makes decision change life jessica alba mekhi phifer joy bryant romeo miller david moscow
10535,Spy Hard,Action Comedy,action comedy atomic bomb spoof james bond spoof evil gen rancor sights set world domination one man stop dick steele also known agent wd rancor needs obtain computer circuit missile planning fire steele teams veronique ukrinsky kgb agent whose father designed chip together try locate evil masterminds headquarters veroniques father several hostages held leslie nielsen nicollette sheridan charles durning marcia gay harden barry bostwick
790,The Fog,Horror,horror prophecy sea beach gold small town beheading sword narration fog leprosy ship lighthouse church strange things begin occurs tiny california coastal town prepares commemorate centenary inanimate objects spring eerily life rev malone stumbles upon dark secret towns founding radio announcer stevie witnesses mystical fire hitchhiker elizabeth discovers mutilated corpse fisherman mysterious iridescent fog descends upon village people start die adrienne barbeau jamie lee curtis janet leigh john houseman tom atkins
43959,Soul Surfer,Action Drama,action drama competition based novel shark attack surfing biography sport duringcreditsstinger soul surfer inspiring true story teen surfer bethany hamilton bethany lost left arm shark attack courageously overcame odds become champion sheer determination unwavering faithbethany annasophia robb born surf natural talent took waves young age leading idyllic life kauai participating national surf competitions best friend alana lorraine nicholson everything changed halloween morning foot tiger shark came nowhere seemed shatter dreamssoul surfer reveals bethanys fight recover ordeal grappled question future strengthened love parents tom dennis quaid cheri helen hunt supported youth group leader sara carrie underwood bethany refuses give give begins bold return water annasophia robb helen hunt lorraine nicholson carrie underwood dennis quaid
10364,Catch-22,War Comedy Drama,war comedy drama world war ii island bomber pianosa american bombardier world war ii tries desperately escape insanity war however sometimes insanity sane way cope crazy situation catch parody military mentality bureaucratic society general alan arkin martin balsam richard benjamin art garfunkel jack gilford
16991,Observe and Report,Comedy Crime Drama,comedy crime drama robbery unrequited love security guard mall bipolar mall security guard ronnie barnhardt called action stop flasher turning shoppers paradise personal peep show barnhardt cant bring culprit justice surly police detective recruited close case seth rogen anna faris michael pea ray liotta collette wolfe
9610,Conan the Destroyer,Adventure Fantasy Action,adventure fantasy action swordplay sword magic warrior woman lone wolf wizardry royalty barbarian sword sorcery based character created robert howard fastpaced occasionally humorous sequel conan barbarian features hero arnold schwarzenegger commissioned evil queen taramis sarah douglas safely escort teen princess olivia dabo powerful bodyguard wilt chamberlain far away castle retrieve magic horn dagon unknown conan queen plans sacrifice princess returns inherit kingdom bodyguard kills conan queens plans fail take consideration conans strength cunning abilities sidekicks eccentric wizard akiro mako wild woman zula grace jones inept malak tracey walter together hero allies must defeat mortal supernatural foes voyage swordandsorcery land arnold schwarzenegger grace jones wilt chamberlain tracey walter mako
1578,Raging Bull,Drama,drama transporter jealousy violent husband paranoia boxer biography fistfight broken nose sport domestic violence extreme violence overthehill fighter jake lamotta steps boxing ring obliterates opponent hes prizefighter treats family friends way hes ticking time bomb ready go moment though lamotta wants familys love something always seems come perhaps violent bouts paranoia jealousy kind rage helped make champ real life winds ring alone robert de niro joe pesci cathy moriarty frank vincent nicholas colasanto
25643,Love Happens,Drama Romance,drama romance hotel florist forest grief seminar motivational speaker dr burke ryan successful selfhelp author motivational speaker secret helps thousands people cope tragedy personal loss secretly unable overcome death late wife burke meets fiercely independent florist named eloise forced face past overcome demons aaron eckhart jennifer aniston judy greer martin sheen deirdre blades
11904,Young Sherlock Holmes,Action Adventure Crime Drama Family Mystery Thriller,action adventure crime drama family mystery thriller london england school friend religion supernatural sherlock holmes murder aftercreditsstinger sherlock holmes dr watson meet boys english boarding school holmes known deductive ability even youth amazing classmates abilities discover plot murder series british business men egyptian cult move stop nicholas rowe alan cox sophie ward anthony higgins susan fleetwood
28665,Fame,Music Comedy Drama Romance,music comedy drama romance musical duringcreditsstinger updated version musical centered students new york academy performing arts kay panabaker naturi naughton kherington payne megan mullally walter perez
44115,127 Hours,Adventure Drama Thriller,adventure drama thriller mountains despair adventure utah alone canyon climbing based true story rescue survival escape true trapped boulder adventurer flashback climber isolated hikers little dialogue true story mountain climber aron ralstons remarkable adventure save fallen boulder crashes arm traps isolated canyon utah james franco kate mara amber tamblyn clmence posy lizzy caplan
10569,Small Time Crooks,Action Comedy Crime,action comedy crime bank restaurant role women bank robber wife pizzeria pizza keks independent film bank robbery hoodlum loser crook wife strike rich botched bank jobs cover business becomes spectacular success woody allen carolyn saxon tracey ullman michael rapaport tony darrow
10560,Center Stage,Drama Music,drama music new york competition dancer dance ball career ballet dancer music entrance examination ballet dance teacher group teenagers various backgrounds enroll american ballet academy new york make ballet dancers one deals problems stress training getting ahead world dance amanda schull zoe saldana susan may pratt peter gallagher scottie thompson
333348,Love the Coopers,Comedy Family,comedy family big family family relationships family woman director christmas four generations cooper clan come together annual christmas eve celebration series unexpected visitors unlikely events turn night upside leading toward surprising rediscovery family bonds spirit holiday steve martin diane keaton john goodman alan arkin olivia wilde
20483,Catch That Kid,Family Action Adventure,family action adventure bank robbery athletic yearold maddy kristen stewart shares enthusiasm mountain climbing father tom sam robards unfortunately tom suffers spinal injury scaling mount everest family unable afford surgery save maddy decides get money fathers operation robbing highsecurity bank relies climbing skills help geeky friends max thieriot corbin bleu pull successfully kristen stewart corbin bleu max thieriot jennifer beals sam robards
11457,Life as a House,Drama,drama father son relationship house cancer drug divorce exwife unemployment man diagnosed terminal cancer takes custody misanthropic teenage son quality time means getting high engaging smalltime prostitution avoiding father kevin kline kristin scott thomas hayden christensen jena malone mary steenburgen
321697,Steve Jobs,Drama History,drama history biography computer father daughter relationship apple computer steve jobs based true events set backstage three iconic product launches ending unveiling imac steve jobs takes us behind scenes digital revolution paint intimate portrait brilliant man epicenter michael fassbender kate winslet seth rogen katherine waterston jeff daniels
19840,"I Love You, Beth Cooper",Comedy Romance,comedy romance virgin cheerleader graduation high school aspen friends closet teenager popularity based young adult novel popular girl nerdy teenager denis cooverman paul rust harbors secret crush beth cooper hayden panettiere hottest girl high school graduation speech denis lets cat bag declares love beth instead dissing denis shows house later day promises show time life hayden panettiere paul rust lauren london lauren storm jack carpenter
22327,Youth in Revolt,Drama Comedy Romance,drama comedy romance based novel coming age duringcreditsstinger nick twisp michael cera teen taste finer things life like sinatra fellini falls hopelessly love beautiful freespirited sheeni saunders portia doubleday family vacation family geography jealous exlovers conspire keep two apart nick abandons dull predictable life develops rebellious alter ego franois ascot moustache cigarette franois stop nothing sheeni leads nick path destruction unpredictable consequences michael cera zach galifianakis justin long ray liotta steve buscemi
38665,The Legend of the Lone Ranger,Action Adventure Romance Western,action adventure romance western lone ranger wild bill hickok buffalo bill lone ranger young texas ranger john reid sole survivor ambush arranged militaristic outlaw leader butch cavendich rescued old childhood comanche friend tonto recovers wounds dedicates life fighting evil cavendich represents end john reid becomes great masked western hero lone ranger help tonto pair go rescue president grant cavendich takes hostage christopher lloyd matt clark juanin clay jason robards john bennett perry
2575,The Tailor of Panama,Drama Thriller,drama thriller dancing spy birthday map fireworks bridge secret agent president children independent film debt swimming political band british spy banished panama affair ambassadors mistress makes connection local tailor nefarious past connections top political gangster figures panama tailor also wife works panamanian president huge debt mission learn president intends canal pierce brosnan geoffrey rush jamie lee curtis leonor varela brendan gleeson
11644,Blow Out,Drama Mystery Thriller,drama mystery thriller audio tape hitman presidential election noises yell politics faithlessness jack terry master sound recordist works gradeb horror movies late one evening recording sounds use movies hears something unexpected sound equipment records curiosity gets better media become involved begins unravel pieces nefarious conspiracy struggles survive shadowy enemies expose truth know trust john travolta nancy allen john lithgow dennis franz peter boyden
146227,Getaway,Action Crime,action crime former race car driver brent magna hawke pitted clock desperately trying save life kidnapped wife brent commandeers custom ford shelby gt super snake taking unwitting owner gomez highspeed race time command mysterious villain holding wife hostage ethan hawke selena gomez jon voight paul freeman bruce payne
68924,The Ice Storm,Drama,drama based novel thanksgiving dysfunctional family independent film weekend thanksgiving hoods skidding control benjamin hood reels drink drink trying think trouble office wife elena reading self help books losing patience husbands lies son paul home holidays escapes city pursue alluring rich girl prep school young budding nymphomaniac wendy hood roams neighborhood innocently exploring liquor cabinets lingerie drawers friends parents looking something new ice storm hits worst century kevin kline joan allen sigourney weaver henry czerny tobey maguire
253235,And So It Goes,Comedy Drama Romance,comedy drama romance grandfather granddaughter relationship neighbor wealthy elderly estrangement selfcentered realtor enlists help neighbor hes suddenly left charge granddaughter never knew existed estranged son drops home michael douglas diane keaton sterling jerins paloma guzmn frances sternhagen
22102,Troop Beverly Hills,Adventure Comedy Family,adventure comedy family wilderness teen angst beverly hills housewife middle divorce tries find focus life taking daughters wilderness girls troop shelley long craig nelson betty thomas mary gross carla gugino
18701,Being Julia,Comedy Drama Romance,comedy drama romance julia lambert true diva beautiful talented weathly famous including devoted husband mastermined brilliant career years shining spotlight begins suffer severe case boredom longs something new exciting put twinkle back eye julia finds exactly shes looking handsome young american fan isnt long novelty fling adds sparks hoping fortuately surprise twist plot trust back greatest role life michael gambon annette bening leigh lawson shaun evans jeremy irons
10068,Nine 1/2 Weeks,Drama Romance,drama romance sexual obsession prostitute womens sexual identity broker gallery owner sadomasochism erotic story woman assistant art gallery gets involved impersonal affair man barely knows life sex games play relationship begins get complicated mickey rourke kim basinger margaret whitton david margulies christine baranski
848,Dragonslayer,Fantasy,fantasy secret identity self sacrifice magic virgin solar eclipse sacrifice sorcerers apprentice amulet lottery brood egg princess sorcerer human sacrifice dragon hidden identity crossdressing landslide sword sorcery sorcerer apprentice galen mission kill evil dragon order save kings daughter sacrificed accordance pact king made dragon protect kingdom fantasy film disney studios exhausted possible visual effects time peter macnicol caitlin clarke ralph richardson john hallam peter eyre
36811,The Last Station,Drama Romance,drama romance duringcreditsstinger historical drama illustrates russian author leo tolstoys struggle balance fame wealth commitment life devoid material things countess sofya wife muse leo tolstoy uses every trick seduction husbands loyal disciple believes person responsible tolstoy signing new leaves work property russian people james mcavoy christopher plummer helen mirren paul giamatti annemarie duff
522,Ed Wood,Comedy Drama History,comedy drama history individual taxi transsexuality fortune teller film business film making film producer vororte film maker boxer film director oddball celebrity morphine movie studio los angeles drug addict cult director theremin handgun trick treating actor transvestite mostly true story legendary worst director time help strange friends filmed countless bmovies without ever becoming famous successful johnny depp martin landau sarah jessica parker patricia arquette jeffrey jones
130150,Labor Day,Drama,drama escaped convict depressed mom depressed single mom adele son henry offer wounded fearsome man ride police search town escaped convict mother son gradually learn true story options become increasingly limited josh brolin kate winslet gattlin griffith tobey maguire tom lipinski
12246,Mongol: The Rise of Genghis Khan,History,history mongolia genghis khan story recounts early life genghis khan slave went conquer half world th century tadanobu asano sun honglei khulan chuluun aliya ba sen
